#CODE;UKRAINIAN;x
councillors_changed_jobs;Changed Council Position Recently;x
COUNCIL_JOBS_TITLE;§YPositions§!;x
change_council_job;Change Council Position;x
#change_council_job_desc;[Root.GetTitledName] will no longer be your [Root.GetJobTitle] and can be assigned a new council position.;x
EVTDESC_ZE_6021;What would be a suitable position for [moving_councillor.GetTitledName] on the Council?;x
REQUEST_SUPPORT_INTERACTION_LONG_DESC;Request that [Recipient.GetBestName] will vote like you on the Council. In exchange you will owe [Recipient.GetObjectPronoun] a Favor.;x
REGENCY_VOTING;During a §YRegency§! the council votes on all issues, even those normally outside their purview.;x
WAR_ENFORCED_PEACE;\nRealm Peace is enforced in the realm;x
INTERACTION_LIEGE_HAS_NOT_ENFORCED_PEACE;Realm Peace is not being enforced in the realm;x
alert_peace_soon_enforced_instant;§YLiege enforcing Realm Peace!§!;x
alert_peace_soon_enforced_delayed;The Council of $LIEGE|Y$ has declared that peace shall reign in all the realm! \nAll internal wars waged between vassals of $LIEGE|Y$ will end with a §YWhite Peace§! in $MONTHS|Y$ months!\n\nIf you are on the Council you can call in a §YFavor§! from $LIEGE|Y$ to prevent the §YRealm Peace§! from being enforced.;x
alert_peace_being_enforced_instant;§YLiege has Enforced Realm Peace!§!;x
alert_peace_being_enforced_delayed;The Council of $LIEGE|Y$ has declared that peace shall reign in all the realm! \nVassals of $LIEGE|Y$ are unable to wage war on each other for another $MONTHS|Y$ months!;x
ENFORCEPEACE_SETUP;Realm Peace;x
ENFORCEPEACE_LOG;$LIEGE|Y$ has notified his vassal $VASSAL|Y$ about the decision to enforce peace.;x
ENFORCEPEACE_LETTER;\nWith the support of my Council I decree that there shall be Peace in all my realm. You have three months to end your conflicts.;x
ENFORCE_PEACE;Realm Peace;x
OWES_FAVOR;$RECIPIENT|Y$ must owe $ACTOR|Y$ a favor;x
STOP_ENFORCE_PEACE_INTERACTION_TITLE;Prevent Realm Peace;x
STOP_ENFORCE_PEACE_INTERACTION_LONG_DESC;By calling in a §YFavor§!, you can prevent your liege from enforcing §YRealm Peace§! this time. Your liege will be prevented from using the §YCouncil§! to invoke §YRealm Peace§! again for two years.;x
STOP_ENFORCE_PEACE_INTERACTION_DESC;This spends a §YFavor§! to stop §YRealm Peace§! from being enforced. Your liege can not attempt to enforce §YRealm Peace§! for two years after this.;x
STOP_ENFORCE_PEACE_INTERACTION_LETTER;My liege, I want to remind you that you owe me a favor, and your decree of peace in the realm goes against my interests...;x
STOP_ENFORCE_PEACE_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§! called in a §YFavor§! from §Y[Recipient.GetBestName]§! to stop §YRealm Peace§! from being enforced.;x
CAN_VOTE_ON_ENFORCE_PEACE;Council is allowed to enforce peace.;x
PEACE_NOT_ENFORCED;Peace is not already being enforced.;x
PEACE_ENFORCED_NOT_BLOCKED;§YRealm Peace§! has not been blocked by a §YFavor§!.;x
#PEACE_ENFORCE_NOT_ON_COOLDOWN;§YRealm Peace§! has not been used in the last §Y10 years§!.;x
ENFORCE_PEACE_BUTTON_DESC_TITLE;§YEnforce Realm Peace§!;x
horse_group;Horse;x
horse;Horse;x
horse_desc;This is a horse...;x
opinion_my_master;My Master;x
opinion_my_horse;My Horse;x
disorganised_swarm_tactic;Disorganised Swarm Tactic;x
disorganised_harass_tactic;Disorganised Harass Tactic;x
STEAL_POPULATION_SCALED_EFFECT;Steal $PERCENTAGE|Y%$ §YPopulation§! from $FROM|Y$ to $TO|Y$\n;x
CB_NAME_HUMILIATE;Humiliate;x
WAR_NAME_HUMILIATE;$ORDER$$FIRST_ADJ$ War to Humiliate $DEFENDER$;x
nomad_humiliate_cb_desc;Humiliate the enemy and steal their people to strengthen your own clan.;x
DECLINE_LAW;Decline ;x
EVTOPTC290;Decline;x
INFAMY_HISTORY_STR;$TEXT$: §Y$VALUE$%§!;x
#INFAMY;§YInfamy§!;x
INFAMY_DECAY;Monthly Decay: §Y$DECAY$%§!;x
#INFAMY_DESC;§YInfamy§! is a measure of how feared a Realm is. If the value increases above §Y25%§!, nearby rulers might form a §YCoalition§! to hinder further expansion. §YInfamy§! increases when a Realm expands too quickly - the larger the Realm already is, the more §YInfamy§! it will get. §YInfamy§! decreases when a Realm shrinks, and it also decays over time. The stronger the realm is, the slower the decay will be.;x
VASSAL_REALM_INFAMY;Ruler of $REALM|Y$;x
ADJUST_SIPHON_FACTOR_EFFECT;Increases the payment factor for $TITLE$ by $VALUE1|%$ to $VALUE2$%.;x
#ADJUST_SIPHON_FACTOR_EFFECT_NEGATIVE;Decreases the payment factor for $TITLE$ by $VALUE1|Y%$ to §Y$VALUE2$%§!.;x
SET_SIPHON_FACTOR_TO_EFFECT;The payment factor for $TITLE$ is set to $VALUE$%.;x
CREATE_DYNAMIC_MERC_TOOLTIP;§Y[Root.GetFirstName]§! brings together a band of soldiers and starts to look for employment.;x
EVTDESC_ZE_10031;[Root.PrimaryTitle.GetFOA],\nMy men and I have had trouble finding a battlefield where our expertise could be employed for payment in gold, and unfortunately our rations are now running low. I therefore request additional funding to keep the men from starving.\n\nRegards,\n[From.GetTitledName];x
EVTOPTA_ZE_10031;I'll cover the cost for extra rations.;x
EVTOPTB_ZE_10031;Starvation might serve as a lesson to [From.GetHerHim].;x
EVTDESC_ZE_10033;[Root.PrimaryTitle.GetFOA],\nThe money you sent was well needed. However we had to spend the whole lot of it on food. We could need some better equipment to have better chances of success once we reach the battlefield. Equipment is rather expensive for our empty purse and I know that you will see the benefit of such an investment.\n\nRegards,\n[From.GetTitledFirstName];x
EVTOPTA_ZE_10033;I'll send a contribution at once.;x
EVTOPTB_ZE_10033;I can't spare you a single coin.;x
EVTOPTC_ZE_10033;Remind [From.GetFirstName] of [From.GetHerHis] obligations.;x
EVTDESC_ZE_10071;[Root.PrimaryTitle.GetFOA],\nWar is a harsh business and the soldiers are demanding more money. I have no regrets informing you that this money will come from your cut, since it's the people fighting that are doing all the work and not the people sitting on high chairs.\n\nRegards,\n[From.GetTitledFirstName];x
EVTOPTA_10071;Of course the men should be rewarded generously.;x
EVTOPTB_10071;Let them keep a little of the money.;x
EVTOPTC_10071;I need to remind [From.GetName] that this would be a breach of contract.;x
MERCENARY_SIPHON_FACTOR_LOWER;The payment factor for $TITLE$ is higher than $VALUE|%$.;x
MERCENARY_SIPHON_FACTOR_HIGHER;The payment factor for $TITLE$ is lower than $VALUE|%$.;x
tax_levy_law_feudal;Noble;x
tax_levy_law_feudal_desc;Noble Obligation Laws;x
tax_levy_law_feudal_0;Heavily Tax Focused Noble Obligations;x
tax_levy_law_feudal_0_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;x
tax_levy_law_feudal_1;Tax Focused Noble Obligations;x
tax_levy_law_feudal_1_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;x
tax_levy_law_feudal_2;Slightly Tax Focused Noble Obligations;x
tax_levy_law_feudal_2_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;x
tax_levy_law_feudal_3;Tax Shifted Noble Obligations;x
tax_levy_law_feudal_3_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;x
tax_levy_law_feudal_4;Balanced Noble Obligations;x
tax_levy_law_feudal_4_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;x
tax_levy_law_feudal_5;Levy Shifted Noble Obligations;x
tax_levy_law_feudal_5_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;x
tax_levy_law_feudal_6;Slightly Levy Focused Noble Obligations;x
tax_levy_law_feudal_6_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;x
tax_levy_law_feudal_7;Levy Focused Noble Obligations;x
tax_levy_law_feudal_7_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;x
tax_levy_law_feudal_8;Heavily Levy Focused Noble Obligations;x
tax_levy_law_feudal_8_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;x
tax_levy_law_republic;Burgher;x
tax_levy_law_republic_desc;Burgher Obligation Laws;x
tax_levy_law_republic_0;Heavily Tax Focused Burgher Obligations;x
tax_levy_law_republic_0_desc;This law governs how much tax and levies the mayors in the realm are obliged to contribute. The mayors tend to favor supplying troops for their liege over paying taxes.;x
tax_levy_law_republic_1;Tax Focused Burgher Obligations;x
tax_levy_law_republic_1_desc;This law governs how much tax and levies the mayors in the realm are obliged to contribute. The mayors tend to favor supplying troops for their liege over paying taxes.;x
tax_levy_law_republic_2;Slightly Tax Focused Burgher Obligations;x
tax_levy_law_republic_2_desc;This law governs how much tax and levies the mayors in the realm are obliged to contribute. The mayors tend to favor supplying troops for their liege over paying taxes.;x
tax_levy_law_republic_3;Tax Shifted Burgher Obligations;x
tax_levy_law_republic_3_desc;This law governs how much tax and levies the mayors in the realm are obliged to contribute. The mayors tend to favor supplying troops for their liege over paying taxes.;x
tax_levy_law_republic_4;Balanced Burgher Obligations;x
tax_levy_law_republic_4_desc;This law governs how much tax and levies the mayors in the realm are obliged to contribute. The mayors tend to favor supplying troops for their liege over paying taxes.;x
tax_levy_law_republic_5;Levy Shifted Burgher Obligations;x
tax_levy_law_republic_5_desc;This law governs how much tax and levies the mayors in the realm are obliged to contribute. The mayors tend to favor supplying troops for their liege over paying taxes.;x
tax_levy_law_republic_6;Slightly Levy Focused Burgher Obligations;x
tax_levy_law_republic_6_desc;This law governs how much tax and levies the mayors in the realm are obliged to contribute. The mayors tend to favor supplying troops for their liege over paying taxes.;x
tax_levy_law_republic_7;Levy Focused Burgher Obligations;x
tax_levy_law_republic_7_desc;This law governs how much tax and levies the mayors in the realm are obliged to contribute. The mayors tend to favor supplying troops for their liege over paying taxes.;x
tax_levy_law_republic_8;Heavily Levy Focused Burgher Obligations;x
tax_levy_law_republic_8_desc;This law governs how much tax and levies the mayors in the realm are obliged to contribute. The mayors tend to favor supplying troops for their liege over paying taxes.;x
tax_levy_law_theocracy;Church;x
tax_levy_law_theocracy_desc;Church Obligation Laws;x
tax_levy_law_theocracy_0;Heavily Tax Focused Church Obligations;x
tax_levy_law_theocracy_0_desc;This law governs how much tax and levies the church in the realm is obliged to contribute. The priesthood tends to favor supplying their liege with a mix of taxes and troops.;x
tax_levy_law_theocracy_1;Tax Focused Church Obligations;x
tax_levy_law_theocracy_1_desc;This law governs how much tax and levies the church in the realm is obliged to contribute. The priesthood tends to favor supplying their liege with a mix of taxes and troops;x
tax_levy_law_theocracy_2;Slightly Tax Focused Church Obligations;x
tax_levy_law_theocracy_2_desc;This law governs how much tax and levies the church in the realm is obliged to contribute. The priesthood tends to favor supplying their liege with a mix of taxes and troops;x
tax_levy_law_theocracy_3;Tax Shifted Church Obligations;x
tax_levy_law_theocracy_3_desc;This law governs how much tax and levies the church in the realm is obliged to contribute. The priesthood tends to favor supplying their liege with a mix of taxes and troops;x
tax_levy_law_theocracy_4;Balanced Church Obligations;x
tax_levy_law_theocracy_4_desc;This law governs how much tax and levies the church in the realm is obliged to contribute. The priesthood tends to favor supplying their liege with a mix of taxes and troops;x
tax_levy_law_theocracy_5;Levy Shifted Church Obligations;x
tax_levy_law_theocracy_5_desc;This law governs how much tax and levies the church in the realm is obliged to contribute. The priesthood tends to favor supplying their liege with a mix of taxes and troops;x
tax_levy_law_theocracy_6;Slightly Levy Focused Church Obligations;x
tax_levy_law_theocracy_6_desc;This law governs how much tax and levies the church in the realm is obliged to contribute. The priesthood tends to favor supplying their liege with a mix of taxes and troops;x
tax_levy_law_theocracy_7;Levy Focused Church Obligations;x
tax_levy_law_theocracy_7_desc;This law governs how much tax and levies the church in the realm is obliged to contribute. The priesthood tends to favor supplying their liege with a mix of taxes and troops;x
tax_levy_law_theocracy_8;Heavily Levy Focused Church Obligations;x
tax_levy_law_theocracy_8_desc;This law governs how much tax and levies the church in the realm is obliged to contribute. The priesthood tends to favor supplying their liege with a mix of taxes and troops;x
tax_levy_law_tribal;Tribal;x
tax_levy_law_tribal_desc;Tribal Obligation Laws;x
tax_levy_law_tribal_0;Heavily Tax Focused Tribal Obligations;x
tax_levy_law_tribal_0_desc;This law governs how much tax and levies the tribes in the realm is obliged to contribute. The tribal chiefs tend to favor supplying their liege with a balanced mix of taxes and troops;x
tax_levy_law_tribal_1;Tax Focused Tribal Obligations;x
tax_levy_law_tribal_1_desc;This law governs how much tax and levies the tribes in the realm is obliged to contribute. The tribal chiefs tend to favor supplying their liege with a balanced mix of taxes and troops;x
tax_levy_law_tribal_2;Slightly Tax Focused Tribal Obligations;x
tax_levy_law_tribal_2_desc;This law governs how much tax and levies the tribes in the realm is obliged to contribute. The tribal chiefs tend to favor supplying their liege with a balanced mix of taxes and troops;x
tax_levy_law_tribal_3;Tax Shifted Tribal Obligations;x
tax_levy_law_tribal_3_desc;This law governs how much tax and levies the tribes in the realm is obliged to contribute. The tribal chiefs tend to favor supplying their liege with a balanced mix of taxes and troops;x
tax_levy_law_tribal_4;Balanced Tribal Obligations;x
tax_levy_law_tribal_4_desc;This law governs how much tax and levies the tribes in the realm is obliged to contribute. The tribal chiefs tend to favor supplying their liege with a balanced mix of taxes and troops;x
tax_levy_law_tribal_5;Levy Shifted Tribal Obligations;x
tax_levy_law_tribal_5_desc;This law governs how much tax and levies the tribes in the realm is obliged to contribute. The tribal chiefs tend to favor supplying their liege with a balanced mix of taxes and troops;x
tax_levy_law_tribal_6;Slightly Levy Focused Tribal Obligations;x
tax_levy_law_tribal_6_desc;This law governs how much tax and levies the tribes in the realm is obliged to contribute. The tribal chiefs tend to favor supplying their liege with a balanced mix of taxes and troops;x
tax_levy_law_tribal_7;Levy Focused Tribal Obligations;x
tax_levy_law_tribal_7_desc;This law governs how much tax and levies the tribes in the realm is obliged to contribute. The tribal chiefs tend to favor supplying their liege with a balanced mix of taxes and troops;x
tax_levy_law_tribal_8;Heavily Levy Focused Tribal Obligations;x
tax_levy_law_tribal_8_desc;This law governs how much tax and levies the tribes in the realm is obliged to contribute. The tribal chiefs tend to favor supplying their liege with a balanced mix of taxes and troops;x
tax_levy_law_iqta;Iqta;x
tax_levy_law_iqta_desc;Iqta Obligation Laws;x
tax_levy_law_iqta_0;Heavily Tax Focused Iqta Obligations;x
tax_levy_law_iqta_0_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;x
tax_levy_law_iqta_1;Tax Focused Iqta Obligations;x
tax_levy_law_iqta_1_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;x
tax_levy_law_iqta_2;Slightly Tax Focused Iqta Obligations;x
tax_levy_law_iqta_2_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;x
tax_levy_law_iqta_3;Tax Shifted Iqta Obligations;x
tax_levy_law_iqta_3_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;x
tax_levy_law_iqta_4;Balanced Iqta Obligations;x
tax_levy_law_iqta_4_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;x
tax_levy_law_iqta_5;Levy Shifted Iqta Obligations;x
tax_levy_law_iqta_5_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;x
tax_levy_law_iqta_6;Slightly Levy Focused Iqta Obligations;x
tax_levy_law_iqta_6_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;x
tax_levy_law_iqta_7;Levy Focused Iqta Obligations;x
tax_levy_law_iqta_7_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;x
tax_levy_law_iqta_8;Heavily Levy Focused Iqta Obligations;x
tax_levy_law_iqta_8_desc;This law governs how much tax and levies the gentry in the realm are obliged to contribute. The gentry tend to favor paying taxes over making troops available for their liege.;x
execution_voting_power;Execution;x
execution_voting_power_desc;The Council's ability to influence executions.;x
execution_voting_power_0;Ruler Execution Sovereignty;x
execution_voting_power_0_desc;The Ruler has full authority on Executions.\n;x
execution_voting_power_0_option;Ruler;x
execution_voting_power_1;Execution Committee;x
execution_voting_power_1_desc;Council members vote on Executions.\n;x
execution_voting_power_1_option;Council;x
DYNAMIC_MERCENARY_COMPANY_FEUDAL;[Prev.Capital.County.GetAdjective] Band;x
LAW_REJECTED_LOG;§Y$VASSAL$§! has rejected the proposed §Y$LAW$§! Law in §Y$TITLE$§!;x
LAW_REJECTED_SETUP;Vassal Rejects a Law;x
EVTDESC8218;Rather than risking civil war tearing the realm apart, I have decided to give in to your demand and give the [Root.GetCouncilName] more powers in deciding the policies of the realm. But this treacherous act of blackmail will not be forgotten...\n\nSigned,\n[From.GetTitledName];x
EVTDESC8217;Under pressure from a powerful Faction, §Y[From.GetTitledName]§! has agreed to increase the power of the [Root.GetCouncilName].;x
EVTDESC8216;Rather than letting civil war tear the realm apart, [From.GetTitledName] has agreed to give the [Root.GetCouncilName] more powers in deciding the policies of the realm. Your valuable support in this matter will not be forgotten.\n\nSincerely,\n[FromFrom.GetTitledName];x
faction_increase_council_power_ultimatum;Demand Increased Council Power;x
faction_increase_council_power_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding increased power for the Council. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;x
faction_increase_council_power_short;Increased Council Power;x
faction_increase_council_power_title;Increased Council Power in [This.GetName];x
faction_increase_council_power_desc;Members seek to increase the amount of decisions made by the council rather than decreed by the ruler alone. Once this faction is sufficiently powerful, §Y[From.GetBestName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!.;x
opinion_increased_council_power;Increased Council Power;x
opinion_decreased_council_power;Decreased Council Power;x
opinion_likes_new_obligation_law;Likes New Obligation Law;x
opinion_dislikes_new_obligation_law;Dislikes New Obligation Law;x
out_of_realm_inheritance_law_0;Free Inheritance;x
out_of_realm_inheritance_law_0_desc;Vassal titles do not have any special regulations on inheritance outside the realm.;x
out_of_realm_inheritance_law_0_option;Free;x
out_of_realm_inheritance_law_1;Regulated Inheritance;x
out_of_realm_inheritance_law_1_desc;Vassal title inheritance is regulated to disallow a title to pass to another realm.;x
out_of_realm_inheritance_law_1_option;Illegal;x
out_of_realm_inheritance_law_desc;Passing the controlled realm inheritance law will protect titles within the realm from being inherited by characters loyal to another liege.;x
out_of_realm_inheritance_law;Controlled Realm Inheritance;x
status_of_women;Status of Women;x
status_of_women_desc;Medieval societies usually function under a patriarchal social structure where women are kept from positions of power and influence. A ruler can alter this state of affairs by issuing decrees that give women increased access to higher positions in society.;x
status_of_women_0;Traditional Status of Women;x
status_of_women_0_desc;Women are prohibited from holding all job positions. Some government types will be restricted to Agnatic inheritance laws.;x
status_of_women_0_option;Tradition;x
status_of_women_1;Marginal Status of Women;x
status_of_women_1_desc;Women are allowed to hold some power, occupying background positions behind the people in charge.;x
status_of_women_1_option;Marginal;x
status_of_women_2;Significant Status of Women;x
status_of_women_2_desc;Women have been granted official power and are allowed to hold public offices.;x
status_of_women_2_option;Significant;x
status_of_women_3;Notable Status of Women;x
status_of_women_3_desc;Restrictions on female power have been officially repealed. All career paths are open for prominent women.;x
status_of_women_3_option;Notable;x
status_of_women_4;Full Status of Women;x
status_of_women_4_desc;Powerful legislation removing old restrictions has finally had the effect of affecting the general opinion on women in positions of power across society.;x
status_of_women_4_option;Full;x
TOOLTIP_ALLOW_FEMALE_SPYMASTER;Women related to the ruler are allowed to hold the office of [Root.Holder.GetSpymasterName]\n;x
TOOLTIP_DISALLOW_FEMALE_SPYMASTER;Women are no longer allowed to hold the office of [Root.Holder.GetSpymasterName]\n;x
TOOLTIP_ALLOW_FEMALE_CHANCELLOR;Women related to the ruler are allowed to hold the office of [Root.Holder.GetChancellorName]\n;x
TOOLTIP_DISALLOW_FEMALE_CHANCELLOR;Women are no longer allowed to hold the office of [Root.Holder.GetChancellorName]\n;x
TOOLTIP_ALLOW_FEMALE_TREASURER;Women related to the ruler are allowed to hold the office of [Root.Holder.GetTreasurerName]\n;x
TOOLTIP_DISALLOW_FEMALE_TREASURER;Women are no longer allowed to hold the office of [Root.Holder.GetTreasurerName]\n;x
TOOLTIP_ALLOW_FEMALE_MARSHAL;Women related to the ruler are allowed to hold the office of [Root.Holder.GetMarshalName]\n;x
TOOLTIP_DISALLOW_FEMALE_MARSHAL;Women are no longer allowed to hold the office of [Root.Holder.GetMarshalName]\n;x
EVTDESC_ZE_2100;I've gotten an increased amount of questions from [target_child.GetFirstName] lately about [Root.Religion.GetHighGodName] and the rituals of the [Root.Religion.GetName] faith.;x
EVTOPTA_ZE_2100;Time to teach [target_child.GetHerHim] about [Root.Religion.GetHighGodName].;x
EVTOPTB_ZE_2100;It will be better for [target_child.GetHerHim] not to know.;x
EVTDESC_ZE_2101;Over the past weeks I've grown more and more curious about the beliefs and rituals of my [GetFromRelation]. Today [From.GetSheHe] finally began to answer my repeated questions about [From.Religion.GetHighGodName].;x
EVTOPTA_ZE_2101;Glory to [From.Religion.GetHighGodName]!;x
EVTOPTB_ZE_2101;What repugnant ideas!;x
EVTDESC_ZE_2102;Your [GetFromRelation], [From.GetFirstName] has, through the teachings of [FromFrom.GetTitledFirstName], been studying the principles of the [FromFrom.Religion.GetName] faith;x
EVTOPTA_ZE_2102;Interesting.;x
EVTDESC_ZE_2120;During the past few months, [target_child.GetFirstName] has shown dogged determination in [target_child.GetHerHis] studies of our language and has now also expressed a desire to study the history of my people's ancestors.;x
EVTOPTA_ZE_2120;I should encourage it.;x
EVTOPTB_ZE_2120;Make sure [target_child.GetSheHe] learns about [target_child.GetHerHis] own customs.;x
EVTDESC_ZE_2121;Pleased with the progress I'm making with learning the local language, [From.GetFirstName] has brought me a book about the ancestry of the [From.Culture.GetName] people.;x
EVTOPTA_ZE_2121;How fascinating.;x
EVTOPTB_ZE_2121;I'd rather study my own family's heritage.;x
EVTDESC_ZE_2122;Rumor has it that your [GetFromRelation] [From.GetFirstName] has been influenced by [From.GetHerHis] guardian's splendor. It is said that [From.GetFirstName] is now considered properly [From.Culture.GetName].;x
EVTOPTA_ZE_2122;I hope it's a beneficial influence.;x
EVTDESC_ZE_2130;To the [GetFromFromRootCompliment] [Root.GetTitledNameWithNick],\n\nI write to ask for your permission to give my ward, [From.GetFirstName], a proper [FromFrom.Religion.GetName] [FromFrom.Culture.GetName] upbringing.\n\nSigned [FromFrom.GetTitledFirstName].;x
EVTOPTA_ZE_2130;That seems appropriate.;x
EVTOPTB_ZE_2130;I will never allow [From.GetHerHim] to turn into a savage!;x
#EVTDESC_ZE_2131;Dear [Root.GetTitledNameWithNick],\n\nYour initiative to teach [FromFrom.GetFirstName] about your heritage is most welcome.;x
#EVTOPTA_ZE_2131;I'll teach [FromFrom.GetHerHim] well.;x
EVTDESCA_ZE_2132;Dear, [GetFromRootCompliment] [Root.GetFirstName].\n\nWhile I admire your enthusiasm for the upbringing of [FromFrom.GetFirstName] I do believe that it's best to continue with the current plan of education for [FromFrom.GetHerHim].;x
EVTDESCB_ZE_2132;To the [GetFromRootInsult] [Root.GetTitledFirstName],\n\nClearly you can understand what an outlandish suggestion you are making. [FromFrom.GetFirstName] is supposed to grow up to be a fine and cultured [FromFrom.GetManWoman], something which will obviously not be possible with your strange rituals and repulsive manners.;x
EVTOPTA_ZE_2132;Not the response I had hoped for.;x
EVTOPTB_ZE_2132;What a rude response!;x
ask_wards_liege_to_allow_culture_religion_swap;Ask Permission for Heritage Focus;x
#ask_wards_liege_to_allow_culture_religion_swap_desc;Send a letter to §Y[Root.Liege.GetTitledFirstName]§! asking for permission to change the focus for the upbringing of §Y[Root.GetFirstName]§!. Focusing on Heritage will make §Y[Root.GetFirstName]§! adopt the Guardian's religion and culture.;x
EVTDESC_ZE_13610;I've been having these special feelings for a special someone lately. The strange urges to find myself embraced and close to another person. If I could only find myself alone with...;x
EVTOPTA_ZE_13610;...the Farrier's apprentice.;x
EVTOPTA_ZE_13610_MALE;...the Carpenter's daughter.;x
EVTOPTB_ZE_13610;...the Carpenter's daughter.;x
EVTOPTB_ZE_13610_MALE;...the Farrier's apprentice.;x
EVTOPTC_ZE_13610;...no, I had better keep these thoughts for myself.;x
EVTOPTD_ZE_13610;...no, these feelings are wrong!;x
EVTDESCA_ZE_13611;After weeks of waiting for the right opportunity I find myself behind the barn alone with the Farrier's apprentice that my heart has been longing for. My palms are sweaty and my chest is pounding.;x
EVTDESCB_ZE_13611;After weeks of waiting for the right opportunity I find myself behind the barn alone together with the Carpenter's daughter that my heart has been longing for. My palms are sweaty and my chest is pounding.;x
EVTOPTA_ZE_13611_CARP;Declare my eternal love for her.;x
EVTOPTA_ZE_13611_FERR;Declare my eternal love for him.;x
EVTOPTB_ZE_13611_CARP;Kiss her on the cheek.;x
EVTOPTB_ZE_13611_FERR;Kiss him on the cheek.;x
EVTOPTC_ZE_13611_CARP;Suggest a secluded cuddle inside the barn.;x
EVTOPTC_ZE_13611_FERR;Suggest a secluded cuddle inside the barn.;x
revoke_title_law;Revoke Title;x
revoke_title_law_desc;Laws governing the right of a ruler to revoke titles from its subjects.;x
revoke_title_law_0;Title Revocation Disallowed;x
revoke_title_law_0_desc;The ruler is not under any circumstances allowed to interfere in the ownership of hereditary titles.;x
revoke_title_law_0_option;None;x
revoke_title_law_1;Title Revocation Allowed;x
revoke_title_law_1_desc;The ruler is allowed to legally seize hereditary titles from traitors and unlawful subjects.;x
revoke_title_law_1_option;Allowed;x
revoke_title_law_2;Religious Control Mandate;x
revoke_title_law_2_desc;The ruler has acquired the right to enforce religious control upon subjects and may now seize the titles of heathens and heretics freely.;x
revoke_title_law_2_option;Religious;x
ze_administration_laws;Administration;x
ze_administration_laws_desc;These laws govern how society controls and organizes ownership of property and wealth.;x
ze_administration_laws_1;Late Feudal Administration;x
ze_administration_laws_1_desc;Late feudal lords realize the importance of keeping the inheritance together to facilitate their dynasty's long-term increase in power and wealth. In this system, there is a tendency for vassals to grow more and more powerful with time if not kept in check.;x
ze_administration_laws_1_option;Late;x
#CB_NAME_INCREASE_COUNCIL_POWER;Increase Council Power;x
#WAR_NAME_INCREASE_COUNCIL_POWER;$ORDER$$FIRST_ADJ$ League to Increase Council Power War;x
#EVTDESC8215;For too long, the crown has restricted our rightful influence over the realm. The time has come to increase the power of the [Root.GetCouncilName]! Submit to this demand peacefully or face the consequences. Rest assure that I have gathered the support of others who are equally angered...\n\nSigned,\n[From.GetTitledName];x
pattern_this_is_not_my_war_target_custom_tooltip;There are other wars that are more important for me right now.\n;x
title_councilmember_king_desc;The Advisor is a respected member of the realm's council and is responsible for giving sound advice on any matters that the ruler has to deal with.;x
title_councilmember_emperor_desc;The Advisor is a respected member of the realm's council and is responsible for giving sound advice on any matters that the ruler has to deal with.;x
your_allies;§YAllies joining on your side.§!;x
enemy_allies;§YAllies joining on the enemy's side.§!;x
relations_instant;§Y$NAME$'s Relations§!;x
relations_delayed;Friends, Rivals, Marriage Ties and Lovers;x
enforce_realm_peace;Enforce Realm Peace;x
EVTDESC_ZE_11001;Your mercenary band captain [From.GetTitledName] has shown much interest in your [chosen_child.GetSonDaughter] [chosen_child.GetFirstName]. Now [From.GetSheHe] approaches you with a marriage proposal. Any children in such a marriage would be of [From.GetTitledName]'s dynasty.;x
